,doc_embeddings,labels,text_names
10,"[-0.40207439661026, -0.460137277841568, 0.13273854553699493, 1.774626612663269, 1.304476022720337, 1.6816245317459106, 0.3480890095233917, 1.6244254112243652, 1.7326340675354004, 0.1337316632270813, 0.07515266537666321, -0.36610105633735657, 1.0683115720748901, -0.42686668038368225, 0.6168251037597656, -1.52775239944458, -0.5592771768569946, 1.1138761043548584, -1.5965938568115234, -1.9447096586227417, -0.01910756155848503, 0.05843832716345787, 0.5968046188354492, -1.8297556638717651, -1.098262071609497, 1.461056113243103, -1.6479324102401733]",apple_pie,5.txt
11,"[-0.7689167261123657, -0.6829455494880676, -0.04329206421971321, 0.716525673866272, 0.9742087721824646, 0.4681282937526703, 1.176916241645813, 1.2265578508377075, 0.9495854377746582, 1.4542787075042725, 1.0091838836669922, -0.4151434600353241, -0.16384239494800568, 0.3525143563747406, 1.1220934391021729, -0.651617169380188, -1.3900349140167236, 0.014339539222419262, -1.7554376125335693, -1.4164927005767822, 1.781135082244873, 0.9339241981506348, 0.08060562610626221, -1.513218641281128, -1.6081384420394897, -0.46069207787513733, -0.38702520728111267]",apple_pie,6.txt
12,"[-0.28463613986968994, -1.9537571668624878, -0.0760979875922203, 1.6498719453811646, -0.25645318627357483, 0.08216903358697891, -0.8270508646965027, 0.965711236000061, 0.321416437625885, -1.0559887886047363, 1.6139661073684692, -1.6662516593933105, -1.0165551900863647, -1.2113395929336548, 0.43556705117225647, -0.2851390838623047, -1.3712695837020874, -0.16821996867656708, 0.09716497361660004, -0.6971748471260071, 0.6733701825141907, 0.3445136547088623, 0.08525697141885757, -1.0831878185272217, 0.9439166784286499, 0.6241968274116516, -1.7768232822418213]",apple_pie,7.txt
13,"[-0.08445477485656738, -1.5573848485946655, 0.6487669348716736, 0.843130350112915, 0.6873165369033813, 0.9108012914657593, -0.1725938320159912, 0.9343818426132202, 0.45823773741722107, 1.0905693769454956, 2.343874216079712, -2.1658592224121094, -0.46736061573028564, 0.0596553273499012, 0.01090684998780489, 0.3384353518486023, 0.249228373169899, -0.0021772515028715134, -1.9678794145584106, -0.27862748503685, 0.7625069618225098, 0.9106636047363281, 1.1313728094100952, -0.25061583518981934, 1.5363649129867554, 0.21826720237731934, 0.2351647913455963]",apple_pie,8.txt
14,"[-0.027063369750976562, -1.3993891477584839, 1.2653864622116089, -0.1804678738117218, -0.7345836162567139, -0.22051100432872772, 1.868142008781433, 1.9427649974822998, 1.6762031316757202, 1.3252971172332764, 1.5306259393692017, -0.5972692966461182, -1.3073525428771973, -0.9739376902580261, 0.04478031024336815, -0.07950201630592346, 0.8668878674507141, 0.744373083114624, -0.39817702770233154, -1.3837493658065796, 1.1556146144866943, -0.25039175152778625, -0.2616387903690338, -1.6109070777893066, 0.2936681807041168, 0.3263455033302307, -0.2861109673976898]",apple_pie,9.txt
15,"[0.27984189987182617, 0.6530324816703796, -1.5554859638214111, 1.3292455673217773, 1.9932398796081543, 0.6310290098190308, 1.4262559413909912, 2.1761465072631836, 0.8119587898254395, 1.2009925842285156, -1.0812443494796753, -0.7977959513664246, -0.7000262141227722, -1.014453649520874, -0.03173321858048439, -0.7990884780883789, 0.16310927271842957, 1.0931317806243896, 0.9105250239372253, -1.1291722059249878, 0.04035460203886032, -1.449953556060791, 1.0357389450073242, -2.096803903579712, 0.5148709416389465, 0.09259925037622452, 0.8355050086975098]",cheesecake,1.txt
16,"[0.43558064103126526, 0.49440622329711914, -1.047699213027954, 0.6201048493385315, 1.8402318954467773, 1.234723687171936, 0.8341483473777771, 1.0128854513168335, 1.0795091390609741, 2.1010220050811768, -0.7007253766059875, 0.14728111028671265, -0.22116495668888092, -0.1140584647655487, -1.196648359298706, -0.7263394594192505, -0.24350030720233917, 1.4479326009750366, 0.24182501435279846, -0.3959331810474396, 0.44130614399909973, -0.5965436697006226, 1.202353596687317, -1.5850403308868408, -1.3441102504730225, -1.0421003103256226, -0.6286048889160156]",cheesecake,10.txt
17,"[1.2922141551971436, -0.9313622713088989, -1.0809937715530396, -0.4998765289783478, 1.7638524770736694, 1.5761711597442627, 1.1077910661697388, 1.8439280986785889, -0.4147413969039917, 0.8987911939620972, -1.263440489768982, 0.538515567779541, 1.7874338626861572, -1.9567956924438477, -0.45168378949165344, 2.0525319576263428, 1.4282503128051758, 0.8799759745597839, 0.5019032955169678, 1.1909844875335693, -0.4884820878505707, 1.0440053939819336, 1.306136965751648, -1.23110830783844, 0.023710107430815697, 1.0906119346618652, -0.4313381016254425]",cheesecake,11.txt
18,"[1.4885790348052979, 1.096511721611023, 0.28709566593170166, 0.09604351967573166, 1.3580111265182495, -1.171657919883728, 1.4677083492279053, 0.25112560391426086, -0.21315328776836395, 0.11640109121799469, -1.1249526739120483, 0.8424376249313354, 0.667921781539917, -2.0092930793762207, -1.5854848623275757, 0.6177769899368286, 0.7761566042900085, 1.69317626953125, -0.9818021059036255, 1.026587724685669, -0.14218415319919586, 1.9310534000396729, 1.363113522529602, -1.1051392555236816, -0.7242665886878967, -0.020134735852479935, -0.7440176606178284]",cheesecake,2.txt
19,"[-0.09589019417762756, 0.8855007886886597, -0.13627131283283234, -0.2823437750339508, 1.6704609394073486, -0.6001369953155518, 0.25116536021232605, 0.2177136391401291, -0.22805209457874298, 1.9609789848327637, -0.6257306337356567, -1.2851753234863281, 1.633237600326538, 0.07788711041212082, -1.7425936460494995, 0.7985623478889465, 0.9793030619621277, 0.8745231628417969, -0.8367204666137695, -0.16533951461315155, 0.46139657497406006, -0.1519520878791809, 1.4438494443893433, -1.8737573623657227, 0.440372109413147, -1.3879427909851074, -0.3964134454727173]",cheesecake,3.txt
20,"[0.019903600215911865, -0.3174292743206024, -0.2692337930202484, -0.2924414873123169, 0.48389148712158203, -0.5527986288070679, 0.3736453354358673, 0.4999461770057678, -1.1122846603393555, 1.1295475959777832, -0.19592712819576263, 0.2500331699848175, 0.680002748966217, -1.8768324851989746, -1.2688504457473755, 2.297100782394409, 1.3881250619888306, 1.1898013353347778, 0.28573766350746155, 1.0203378200531006, 0.1169501394033432, 1.7584757804870605, 0.8526456356048584, -1.0475642681121826, 0.8056280016899109, 0.625582218170166, 0.03293630853295326]",cheesecake,4.txt
21,"[0.8093789219856262, -0.7551910877227783, -1.209397315979004, -0.8190343379974365, 1.1101564168930054, -1.326970100402832, 0.34052756428718567, -0.47738322615623474, 0.5369917750358582, 1.7331187725067139, 1.0501197576522827, 0.4988683760166168, -0.1177871823310852, -1.1662883758544922, -1.2734860181808472, 2.1057980060577393, 2.123806953430176, 1.547666311264038, -0.3847208023071289, -1.2230885028839111, 0.12340101599693298, 0.13102521002292633, 1.4863126277923584, -1.4477763175964355, -0.6190190315246582, 0.7097355723381042, 0.1095857173204422]",cheesecake,5.txt
22,"[-1.2963743209838867, 0.5744892954826355, -1.133743166923523, 0.8735263347625732, 0.35615479946136475, -0.6594468951225281, 0.7573623657226562, 1.184770107269287, -0.7273529767990112, 1.577931523323059, -0.29194164276123047, 0.31373006105422974, -1.485641360282898, -0.3811904191970825, -1.7301641702651978, -0.8565186262130737, -0.3045887351036072, 2.149975299835205, -0.35979944467544556, -0.36648881435394287, 0.14289924502372742, 0.6545848250389099, -0.013475910760462284, -1.772812008857727, -1.638291358947754, -0.004603321198374033, 1.7024325132369995]",cheesecake,6.txt
23,"[-1.3935028314590454, 1.2817113399505615, -0.6274129152297974, 1.5840859413146973, 0.780190110206604, 0.014703662134706974, 0.9016533493995667, 1.134934663772583, 0.6252782344818115, 1.498947024345398, -1.6932697296142578, 0.255536288022995, -0.836013674736023, 0.3070712089538574, -0.5245373249053955, -1.5262272357940674, -0.6335110664367676, 2.0828964710235596, 0.04742538928985596, -0.8898071050643921, -1.381592869758606, -0.6547576189041138, 1.1664179563522339, -1.6337348222732544, -0.9766510725021362, -0.2681427597999573, 1.6292331218719482]",cheesecake,7.txt
24,"[-0.5860337615013123, -0.3248964250087738, -0.1451645791530609, 1.3397819995880127, 0.7075049877166748, 0.20690223574638367, -1.326634168624878, 2.238708019256592, -0.7243725657463074, 1.8809082508087158, -0.7306700944900513, 0.38143765926361084, -0.16860952973365784, -0.9356242418289185, -1.671874761581421, 0.34752529859542847, -0.15190201997756958, 1.8602397441864014, 0.03948373347520828, -0.769989550113678, 0.0281754769384861, -0.14200010895729065, 0.028323989361524582, -2.6676201820373535, -1.5596388578414917, 0.576167643070221, 1.018575668334961]",cheesecake,8.txt
25,"[-1.407525658607483, -0.028818387538194656, -1.3586992025375366, 0.6658523678779602, 1.240803837776184, -0.509519100189209, 0.5369786024093628, -0.7885211110115051, -0.5204432010650635, 0.5773375034332275, 0.20595525205135345, -1.349953532218933, -0.551967978477478, -1.7630507946014404, -1.7374178171157837, 0.9882855415344238, 0.8540963530540466, 2.2351317405700684, -0.20007888972759247, -0.8886661529541016, -1.2369741201400757, 0.7995888590812683, 0.787688136100769, -0.37552303075790405, 1.9027843475341797, 0.7299973964691162, 0.993097186088562]",cheesecake,9.txt
26,"[-0.8508996367454529, -0.7636610865592957, 0.5117447972297668, 0.7369159460067749, 0.5729216933250427, 1.5713257789611816, -0.8677464723587036, -0.8430217504501343, -0.0226459801197052, -0.5098766088485718, -2.338839292526245, -1.9829432964324951, -0.6214547157287598, 0.6425678730010986, -0.6326378583908081, -0.0985436663031578, -0.25697678327560425, -1.617180585861206, -0.4088097810745239, 1.9033770561218262, -0.6605412364006042, -0.2850393056869507, 1.6461730003356934, 1.3486112356185913, -1.6656173467636108, -0.595104455947876, 0.36066362261772156]",chicken_curry,1.txt
27,"[0.21264955401420593, -0.992591917514801, -0.940011203289032, -0.249559685587883, -1.1345789432525635, 1.0108988285064697, 0.7754839062690735, -0.07043293118476868, -0.8651687502861023, -1.7549660205841064, 0.37482258677482605, -0.38994190096855164, 0.17044039070606232, -0.7764489054679871, 1.262840747833252, -0.34731215238571167, 1.437535047531128, -1.373276710510254, -1.570839524269104, 1.5036448240280151, -1.2579009532928467, -0.15623658895492554, 0.019668877124786377, 1.5483287572860718, -2.1735544204711914, -1.5407586097717285, 1.7027010917663574]",chicken_curry,2.txt
28,"[-1.652024745941162, -0.026261968538165092, 1.7001233100891113, 1.3467762470245361, -0.646624743938446, 1.2772948741912842, -0.9087684750556946, -1.0156594514846802, 0.63846755027771, -0.6470075249671936, -1.775298833847046, -0.6517211198806763, -0.6226078867912292, -0.3988664746284485, 0.5471787452697754, -0.2344193011522293, 1.2194163799285889, 1.0777782201766968, -0.006957758218050003, 1.7605032920837402, -0.36950457096099854, -0.3179841935634613, 0.9208565950393677, 1.2992043495178223, -2.5577499866485596, -1.2046687602996826, 0.8844873905181885]",chicken_curry,3.txt
29,"[-0.8686707615852356, -0.8378395438194275, 0.9193952679634094, -0.026803676038980484, -0.20508714020252228, 2.941854953765869, -0.32158970832824707, -0.8018572926521301, -0.5690270662307739, 0.2559243142604828, -1.4343093633651733, -0.7185949087142944, -0.9433199167251587, 0.7505545020103455, -0.28171372413635254, 1.4326287508010864, 0.5446577072143555, -0.5940645933151245, -0.21566139161586761, 1.491331934928894, -0.18379582464694977, 0.3085593283176422, 0.6839067339897156, 1.839522123336792, -2.0677850246429443, -1.1237965822219849, -0.13831445574760437]",chicken_curry,4.txt
30,"[0.5654277801513672, -0.6537221670150757, -0.3300873935222626, 0.4617483913898468, -1.1848986148834229, 1.7603321075439453, 0.4528428912162781, -0.8846843838691711, 1.084889531135559, -1.404029130935669, -1.5454872846603394, -1.4889582395553589, 0.4491043984889984, 0.4547181725502014, 0.11207275092601776, 0.1926708221435547, -0.3141009509563446, 0.36366167664527893, -0.7224176526069641, 1.6250957250595093, 0.9768317937850952, 0.5189549922943115, 0.9153278470039368, -0.22409506142139435, -1.3683255910873413, -2.3363101482391357, 1.1724071502685547]",chicken_curry,5.txt
31,"[0.19433188438415527, 0.005292427260428667, 0.8364042043685913, 0.22111503779888153, -1.5974305868148804, 1.0006247758865356, -0.049023859202861786, 0.6092708706855774, -0.5121241211891174, -0.5039886832237244, 0.48645129799842834, -0.6122967600822449, -0.8843830823898315, 0.3603355288505554, 0.23126626014709473, -1.3085942268371582, 1.4475030899047852, 0.6565729975700378, 0.14853070676326752, 2.1384496688842773, -0.038134489208459854, -1.4175769090652466, 0.26548561453819275, -0.17267246544361115, -2.4300944805145264, -1.9916205406188965, 1.7245492935180664]",chicken_curry,6.txt
32,"[0.3772735893726349, -0.49523743987083435, -0.38542574644088745, 1.3390395641326904, -1.140861988067627, -0.4139196276664734, -2.0025253295898438, -1.3207770586013794, 1.8981671333312988, 0.07853876799345016, -1.693402647972107, -1.1288074254989624, 0.2098962366580963, 0.6415382623672485, 0.049199532717466354, 0.9198219776153564, -0.2110476940870285, 0.24445347487926483, 0.5416006445884705, 1.5326542854309082, 0.46671798825263977, 0.021837497130036354, 0.470967561006546, 1.7614752054214478, -1.4077931642532349, -1.1409103870391846, 2.2686595916748047]",chicken_curry,7.txt
33,"[-1.5440115928649902, -0.4526028335094452, 1.5328618288040161, 0.9612473249435425, -0.8620054721832275, 1.6097347736358643, -0.4987912178039551, -1.361334204673767, 1.7123438119888306, -0.5931315422058105, -1.7171969413757324, -0.62239670753479, -0.3219949007034302, 0.5053365230560303, -0.09677840769290924, 0.34542420506477356, 1.0064969062805176, 0.4086587429046631, 0.1005765050649643, 1.0378071069717407, -0.1406830996274948, -0.23881475627422333, 0.38301390409469604, 0.3562440872192383, -2.227607250213623, -1.8350982666015625, 1.5787404775619507]",chicken_curry,8.txt
34,"[1.153456449508667, 1.4980289936065674, 1.287575364112854, -0.20984259247779846, -0.8857294321060181, 1.8403881788253784, 0.7707036733627319, -1.2019188404083252, 0.453812837600708, 0.7843138575553894, 1.195894479751587, 1.7035609483718872, -1.2509132623672485, -1.0782854557037354, 1.630170464515686, -0.024804839864373207, -0.750473141670227, -0.7268309593200684, 0.4885714650154114, 0.8424960374832153, -0.09205035865306854, 1.3936233520507812, 1.6822938919067383, -0.5200499296188354, 0.8428258299827576, 0.25053414702415466, -0.6716615557670593]",chicken_wings,1.txt
35,"[-0.23051577806472778, 1.5128908157348633, 0.9899174571037292, -0.9709060192108154, 0.1939227432012558, 0.7995671033859253, 1.2418521642684937, -1.2208232879638672, 0.7645454406738281, 0.5826132297515869, 1.4781451225280762, 0.022729434072971344, 0.9792190790176392, 0.3799634873867035, -0.27417701482772827, -1.5040314197540283, -1.5269503593444824, -0.1559494137763977, -0.006857719272375107, -0.8001319169998169, 1.6686177253723145, 0.6887933611869812, 1.5966384410858154, -0.055039793252944946, -0.6917662024497986, -0.7293853163719177, -0.16959702968597412]",chicken_wings,10.txt
36,"[0.3252949118614197, 1.4216649532318115, 0.9387038946151733, -0.8506399989128113, 0.2334645390510559, 0.05249842628836632, -0.29246944189071655, 0.31423401832580566, 0.42778876423835754, -0.20365767180919647, 0.2462531328201294, -1.2525075674057007, 0.4333963692188263, -0.8258570432662964, 1.1669456958770752, -0.785184383392334, -2.2851853370666504, 0.2953495681285858, 1.1099565029144287, -0.3307367265224457, -0.6646521091461182, 0.4325304925441742, 2.040585994720459, 0.09918315708637238, 0.5460416674613953, -0.5223090648651123, -0.7117857336997986]",chicken_wings,11.txt
37,"[1.886175274848938, -0.39056968688964844, 1.0551438331604004, 1.258592128753662, -0.1491510421037674, 0.5540368556976318, 0.9997284412384033, -0.9657211303710938, 2.2202630043029785, 1.4821120500564575, 1.4584102630615234, -0.267638623714447, 0.21773642301559448, 0.7353925704956055, 0.43824639916419983, -0.33150067925453186, -1.6590685844421387, -0.760655403137207, 1.6089906692504883, -0.11466465145349503, 0.11296439170837402, 0.16254743933677673, 1.0064396858215332, -0.16399765014648438, 0.9049888253211975, -0.5963989496231079, 0.11904019117355347]",chicken_wings,12.txt
38,"[0.23242518305778503, 1.2077902555465698, 1.7468022108078003, -0.4723183810710907, -0.16835886240005493, 0.6908079385757446, 2.319730043411255, 0.3689444363117218, 0.013268073089420795, 2.8813154697418213, 3.2787933349609375, 0.6625809073448181, 0.2346896380186081, 0.6569765210151672, 1.036399483680725, -1.2042653560638428, -0.7339648008346558, -0.3486385643482208, 0.2101108729839325, -0.7126690149307251, 0.8348732590675354, 0.5217325687408447, 0.8657675981521606, -0.34076249599456787, -0.3058573603630066, -0.6565423011779785, 1.2301697731018066]",chicken_wings,13.txt
39,"[0.8355559706687927, 0.6210950613021851, 1.1487586498260498, -1.7093604803085327, 0.6867037415504456, 0.060912732034921646, 0.3829706609249115, -0.8283361792564392, 1.0500428676605225, -0.34207484126091003, 1.6325961351394653, -0.8956966996192932, 1.1636133193969727, 0.26576265692710876, -0.35577380657196045, 0.016046563163399696, -1.3217724561691284, 0.4895886480808258, 0.25735849142074585, 0.415437787771225, 0.43743017315864563, 0.6255133152008057, 1.045512318611145, 0.6864243149757385, -0.8529639840126038, -0.6479189395904541, -0.420795202255249]",chicken_wings,14.txt
40,"[1.3506972789764404, 1.0856653451919556, -0.24769243597984314, -1.1792304515838623, -0.8122517466545105, 0.6707152724266052, 0.3827076554298401, 1.0542126893997192, 1.1685742139816284, -0.5175327062606812, 1.2723942995071411, 0.4264555871486664, 0.13095320761203766, 0.07523980736732483, 1.8809770345687866, -0.2645999491214752, -1.5078383684158325, -1.0903587341308594, 0.8954635262489319, 0.16534559428691864, -1.9310109615325928, 0.08130493760108948, 1.3872944116592407, -0.6649887561798096, 0.5163124799728394, -0.9180427193641663, -0.33784931898117065]",chicken_wings,15.txt
41,"[1.0929585695266724, 0.5225903987884521, 1.1282583475112915, 0.06532789021730423, 0.11862021684646606, 0.8042176365852356, 0.40016868710517883, -0.2025781124830246, 1.0930299758911133, 2.121927261352539, 0.48869362473487854, -0.3990927040576935, -0.34686988592147827, 0.49630704522132874, 1.6246293783187866, 0.25635626912117004, -2.099398612976074, -1.009755253791809, 1.3223973512649536, 1.3034931421279907, -0.27479374408721924, 0.09954722225666046, 1.7457690238952637, -0.7971382141113281, 0.8911664485931396, 0.3304784893989563, -0.5361959934234619]",chicken_wings,16.txt
42,"[0.7524853348731995, 1.308683156967163, 1.2970077991485596, -1.4015260934829712, -1.5657765865325928, -0.03927702084183693, 1.1739028692245483, -0.3029775023460388, 1.5100120306015015, 0.2634929418563843, 1.6803593635559082, 0.33061400055885315, -0.3910847306251526, -0.3609675467014313, 1.2090628147125244, 0.04665976017713547, -0.5823073983192444, -0.5691196322441101, 0.5962056517601013, -0.53995281457901, 1.652211308479309, 1.1910063028335571, 1.258030891418457, 0.6469643115997314, -0.6632431149482727, -0.6178253889083862, -1.1535212993621826]",chicken_wings,17.txt
43,"[1.4917936325073242, 0.5068802237510681, 1.1602801084518433, -0.14081090688705444, -1.0719873905181885, 2.0042476654052734, 0.2519274950027466, -1.1791678667068481, 0.7994986176490784, -0.4488016963005066, 0.89372318983078, 0.21741008758544922, -1.9042388200759888, -0.9818040728569031, 0.2883482575416565, -0.9463428258895874, -0.21229809522628784, -1.3147761821746826, 1.0133756399154663, 0.5137507319450378, -1.0818508863449097, 0.2558702230453491, 1.0174537897109985, -0.7403414249420166, 0.7946706414222717, -0.9271228313446045, -1.1441020965576172]",chicken_wings,2.txt
44,"[1.4017618894577026, 1.759512186050415, 0.1708993762731552, -0.9463245272636414, -0.8377304077148438, 2.1815547943115234, 0.2365504801273346, -2.016017198562622, 0.1201871782541275, 2.1682920455932617, 1.9025640487670898, 0.4770152270793915, -1.0906953811645508, -0.5509169697761536, 1.5341486930847168, -0.7224014401435852, 0.16128169000148773, -1.075749397277832, 0.6591029167175293, -0.27399230003356934, 0.8989578485488892, 0.5187746286392212, 1.5391098260879517, 0.25375476479530334, -0.057651955634355545, -0.3070274591445923, 0.198998361825943]",chicken_wings,3.txt
45,"[0.7559493184089661, -0.5467814207077026, 1.5003529787063599, -1.7093173265457153, -0.4397064447402954, 2.1423585414886475, 0.42013847827911377, 0.9000846743583679, 1.4871110916137695, -0.7803440690040588, 0.7938290238380432, 0.7865586876869202, 0.20257669687271118, 0.5570607781410217, 0.7456076741218567, -0.21727024018764496, -0.6223469972610474, -0.9958240985870361, 1.2148255109786987, -0.20211845636367798, -0.06903409212827682, 1.492750883102417, 0.9159457087516785, -0.8117933869361877, -0.01968754269182682, -1.0860217809677124, 0.660443902015686]",chicken_wings,4.txt
46,"[0.33507829904556274, 1.8100541830062866, 0.28006598353385925, -0.6444506645202637, -0.9615116715431213, 1.4711192846298218, 0.06928396970033646, -1.2065513134002686, 0.6667184829711914, 1.8743677139282227, 1.2222468852996826, 0.019462233409285545, -0.6072167158126831, -0.04626255854964256, 2.271263599395752, -0.3090416491031647, -1.135194182395935, -0.9378661513328552, -0.035002369433641434, 0.5063028335571289, -0.8382614850997925, 0.6326152682304382, 1.5648866891860962, -1.0379154682159424, 0.24130748212337494, -0.4227111041545868, -0.5095049738883972]",chicken_wings,5.txt
47,"[1.0145593881607056, 1.3310211896896362, 0.9031381607055664, -1.3371878862380981, -0.24348515272140503, 1.1332573890686035, 0.4263709485530853, -0.15937674045562744, 1.2164978981018066, -1.8584586381912231, 1.6258190870285034, -0.47453829646110535, 0.2888006269931793, 0.7388802766799927, 0.4239557683467865, -1.0337611436843872, -0.6479763984680176, -0.1831456422805786, 0.8365230560302734, -0.511414647102356, -0.27220773696899414, -0.047960080206394196, 1.188218593597412, 0.7493159174919128, 0.10388097912073135, -1.038934350013733, -1.1691502332687378]",chicken_wings,6.txt
48,"[1.0114235877990723, -0.274452805519104, 1.943739652633667, 0.139600470662117, -1.1080684661865234, 1.483575701713562, 1.9654169082641602, -0.929546058177948, 1.472022533416748, 1.6645532846450806, 1.0191137790679932, 1.0318083763122559, 0.1066286638379097, 1.2360482215881348, 0.10511952638626099, -0.9099606275558472, -0.5521911978721619, -0.3173258304595947, 1.4378008842468262, 1.319804072380066, 0.4051665961742401, 0.6890614032745361, 1.0838348865509033, -0.6006923913955688, 0.016981177031993866, 0.6506504416465759, -0.7681235074996948]",chicken_wings,7.txt
